"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN","TOBS"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-04-22","0.00",,"83","64",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-04-23","0.00",,"88","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-04-24","0.00",,"88","68",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-04-25","0.00",,"83","62",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-04-26","0.00",,"85","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-04-27","0.01",,"84","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-04-28","0.00",,"81","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-04-29","0.00",,"84","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-04-30","0.03",,"84","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-01","0.00",,"83","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-02","0.00",,"82","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-03","0.10",,"82","68",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-04","0.00",,"87","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-05","0.00",,"79","62",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-06","0.00",,"82","58",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-07","0.00",,"86","60",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-08","0.00",,"85","65",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-09","0.00",,"87","67",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-10","0.00",,"90","69",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-11","0.00",,"90","70",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-12","0.00",,"88","67",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-13","0.00",,"87","66",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-14","0.00",,"86","70",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-15","0.00",,"84","70",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-16","0.00",,"83","69",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-17","0.53",,"77","68",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-18","0.03",,"79","69",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-19","0.00",,"81","66",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-20","0.00",,"77","68",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-21","0.00",,"82","68",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-22","0.52",,"87","69",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-23","0.00",,"86","69",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-24","1.05",,"85","66",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-25","0.02",,"91","68",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-26","0.00",,"93","70",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-27","0.00",,"96","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-28","0.13",,"96","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-29","0.02",,"90","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-30","0.00",,"91","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-05-31","0.00",,"93","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-01","0.00",,"92","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-02","0.00",,"90","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-03","0.00",,"90","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-04","0.00",,"91","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-05","0.00",,"91","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-06","0.00",,"93","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-07","0.00",,"91","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-08","0.00",,"92","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-09","0.00",,"91","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-10","0.00",,"94","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-11","0.00",,"94","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-12","0.00",,"93","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-13","0.00",,"91","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-14","0.00",,"93","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-15","0.00",,"95","80",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-16","0.00",,"95","80",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-17","0.06",,"92","78",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-18","0.00",,"94","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-19","0.00",,"98","78",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-20","0.00",,"98","79",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-21","0.00",,"98","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-22","0.31",,"84","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-23","0.00",,"90","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-24","0.00",,"92","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-25","0.00",,"95","79",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-26","0.00",,"92","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-27","0.00",,"87","70",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-28","0.00",,"86","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-29","0.00",,"87","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-06-30","0.10",,"89","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-01","0.00",,"91","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-02","1.89",,"89","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-03","0.00",,"91","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-04","0.00",,"94","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-05","0.00",,"93","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-06","0.50",,"91","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-07","1.27",,"88","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-08","0.00",,"91","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-09","1.08",,"87","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-10","0.44",,"88","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-11","0.00",,"93","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-12","0.00",,"95","78",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-13","0.00",,"93","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-14","0.00",,"93","79",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-15","0.01",,"93","79",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-16","0.00",,"94","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-17","0.00",,"94","78",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-18","0.00",,"94","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-19","0.00",,"95","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-20","0.00",,"97","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-21","0.00",,"97","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-22","0.00",,"99","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-23","0.71",,"94","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-24","0.00",,"97","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-25","0.00",,"97","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-26","0.00",,"97","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-27","0.00",,"94","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-28","0.11",,"96","78",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-29","0.03",,"98","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-30","0.00",,"97","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-07-31","0.00",,"96","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-01","0.00",,"98","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-02","0.00",,"100","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-03","0.00",,"100","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-04","0.00",,"97","79",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-05","0.00",,"97","79",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-06","0.00",,"96","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-07","0.00",,"94","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-08","0.00",,"94","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-09","0.00",,"92","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-10","0.00",,"91","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-11","0.03",,"97","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-12","0.00",,"99","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-13","0.98",,"90","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-14","0.00",,"92","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-15","0.00",,"90","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-16","0.00",,"92","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-17","0.00",,"98","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-18","0.00",,"92","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-19","0.25",,"90","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-20","0.00",,"92","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-21","0.00",,"93","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-22","0.04",,"92","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-23","0.61",,"85","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-24","0.99",,"84","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-25","0.00",,"89","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-26","0.00",,"92","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-27","0.00",,"93","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-28","0.00",,"91","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-29","0.00",,"89","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-30","0.04",,"91","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-08-31","0.22",,"93","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-01","0.00",,"91","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-02","0.00",,"89","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-03","0.00",,"90","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-04","0.00",,"85","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-05","0.26",,"80","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-06","2.31",,"84","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-07","2.67",,"80","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-08","1.80",,"82","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-09","0.00",,"87","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-10","0.00",,"87","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-11","0.00",,"89","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-12","0.40",,"88","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-13","0.00",,"85","69",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-14","0.00",,"84","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-15","0.05",,"90","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-16","0.05",,"89","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-17","2.59",,"88","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-18","0.21",,"82","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-19","0.19",,"88","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-20","1.80",,"84","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-21","1.68",,"83","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-22","0.16",,"90","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-23","0.00",,"91","78",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-24","0.00",,"91","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-25","0.24",,"88","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-26","0.23",,"86","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-27","0.30",,"83","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-28","0.00",,"77","69",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-29","0.00",,"80","65",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-09-30","0.46",,"90","66",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-01","0.05",,"66","58",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-02","0.00",,"67","57",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-03","0.00",,"72","62",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-04","0.00",,"78","60",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-05","0.00",,"79","66",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-06","0.00",,"80","66",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-07","0.00",,"84","67",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-08","0.00",,"87","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-09","0.00",,"89","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-10","0.18",,"87","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-11","0.01",,"82","67",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-12","0.00",,"79","60",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-13","0.00",,"80","60",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-14","0.00",,"82","67",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-15","0.00",,"79","68",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-16","0.00",,"77","69",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-17","0.13",,"77","68",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-18","0.00",,"82","64",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-19","0.00",,"86","61",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-20","0.00",,"84","58",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-21","0.00",,"84","66",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-22","0.02",,"82","67",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-23","0.00",,"81","61",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-24","0.00",,"81","61",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-25","0.01",,"87","61",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-26","0.00",,"69","62",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-27","0.53",,"62","53",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-28","0.61",,"57","52",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-29","0.41",,"54","52",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-30","0.08",,"63","50",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-10-31","0.00",,"68","51",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-01","0.00",,"70","45",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-02","0.00",,"71","48",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-03","0.03",,"68","54",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-04","0.29",,"65","58",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-05","0.10",,"76","63",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-06","0.00",,"74","55",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-07","0.00",,"72","50",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-08","0.00",,"80","58",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-09","0.00",,"82","60",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-10","0.00",,"76","60",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-11","0.00",,"77","63",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-12","0.00",,"76","63",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-13","0.00",,"78","64",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-14","0.39",,"82","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-15","0.00",,"84","69",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-16","0.01",,"83","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-17","0.13",,"83","55",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-18","0.09",,"57","52",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-19","0.00",,"64","45",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-20","0.00",,"68","48",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-21","0.00",,"73","49",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-22","0.00",,"72","49",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-23","0.00",,"75","52",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-24","0.00",,"75","56",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-25","0.00",,"77","53",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-26","0.00",,"65","50",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-27","0.16",,"50","47",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-28","0.12",,"49","36",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-29","0.00",,"51","31",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-11-30","0.00",,"58","37",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-01","0.00",,"58","49",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-02","0.03",,"67","49",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-03","0.00",,"74","46",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-04","0.00",,"78","46",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-05","0.00",,"70","57",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-06","0.00",,"58","47",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-07","0.00",,"57","43",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-08","0.00",,"70","43",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-09","0.01",,"70","53",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-10","0.00",,"54","39",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-11","0.00",,"57","33",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-12","0.00",,"65","36",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-13","0.00",,"53","34",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-14","0.00",,"48","29",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-15","0.00",,"52","29",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-16","0.00",,"62","29",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-17","0.00",,"67","36",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-18","0.00",,"71","42",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-19","0.00",,"73","43",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-20","0.02",,"62","53",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-21","0.00",,"60","47",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-22","0.33",,"65","52",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-23","0.07",,"72","58",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-24","0.00",,"61","50",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-25","0.13",,"55","45",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-26","0.00",,"61","40",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-27","0.00",,"63","44",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-28","0.00",,"58","40",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-29","0.01",,"62","51",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-30","0.12",,"55","38",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1958-12-31","0.06",,"46","33",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1959-01-01","0.00",,"54","27",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1959-01-02","0.00",,"62","37",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1959-01-03","0.01",,"52","32",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1959-01-04","0.00",,"36","22",
