"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN","TOBS"
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-07-17","0.00",,"97","78",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-07-18","0.00",,"97","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-07-19","0.04",,"89","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-07-20","0.29",,"93","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-07-21","0.00",,"90","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-07-22","0.20",,"87","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-07-23","0.00",,"86","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-07-24","0.00",,"91","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-07-25","0.00",,"94","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-07-26","0.00",,"94","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-07-27","0.06",,"95","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-07-28","0.38",,"94","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-07-29","0.00",,"93","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-07-30","0.54",,"91","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-07-31","0.20",,"90","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-01","0.00",,"91","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-02","0.00",,"91","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-03","0.00",,"92","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-04","0.00",,"96","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-05","0.00",,"95","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-06","0.16",,"88","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-07","0.00",,"91","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-08","0.00",,"93","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-09","1.25",,"96","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-10","0.00",,"93","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-11","0.00",,"93","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-12","0.09",,"95","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-13","0.00",,"93","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-14","0.00",,"94","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-15","0.00",,"95","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-16","0.00",,"96","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-17","0.00",,"94","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-18","0.00",,"95","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-19","0.00",,"96","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-20","0.00",,"95","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-21","0.00",,"93","76",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-22","0.00",,"95","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-23","0.00",,"95","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-24","0.00",,"94","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-25","0.00",,"96","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-26","0.00",,"94","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-27","0.00",,"94","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-28","0.09",,"85","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-29","0.00",,"95","70",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-30","0.40",,"91","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-08-31","0.66",,"83","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-01","0.18",,"89","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-02","0.00",,"91","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-03","0.00",,"93","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-04","0.02",,"90","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-05","0.00",,"89","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-06","0.00",,"93","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-07","0.50",,"81","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-08","0.27",,"82","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-09","0.20",,"85","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-10","0.76",,"88","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-11","0.32",,"86","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-12","1.54",,"86","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-13","0.50",,"85","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-14","0.00",,"89","77",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-15","1.16",,"91","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-16","0.00",,"90","72",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-17","0.00",,"89","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-18","0.00",,"92","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-19","0.00",,"92","75",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-20","2.64",,"88","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-21","0.00",,"89","73",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-22","0.00",,"88","74",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-23","0.00",,"82","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-24","0.00",,"85","69",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-25","0.00",,"84","64",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-26","0.00",,"86","67",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-27","0.00",,"85","71",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-28","0.00",,"78","69",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-29","0.00",,"82","67",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-09-30","0.00",,"87","68",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-01","0.00",,"88","64",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-02","0.00",,"87","66",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-03","0.00",,"85","68",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-04","0.00",,"86","66",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-05","0.00",,"88","69",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-06","0.00",,"78","65",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-07","0.00",,"77","59",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-08","0.00",,"76","58",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-09","0.00",,"80","61",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-10","0.00",,"84","59",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-11","0.00",,"88","62",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-12","0.00",,"87","58",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-13","0.00",,"88","63",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-14","0.00",,"74","50",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-15","0.00",,"80","45",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-16","0.00",,"85","50",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-17","0.00",,"75","50",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-18","0.00",,"76","48",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-19","0.00",,"81","46",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-20","0.00",,"87","49",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-21","0.00",,"85","52",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-22","0.00",,"84","60",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-23","0.00",,"82","61",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-24","0.00",,"81","61",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-25","0.00",,"86","62",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-26","0.00",,"80","67",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-27","0.00",,"81","63",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-28","0.00",,"78","56",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-29","0.00",,"81","54",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-30","0.00",,"85","52",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-10-31","0.00",,"85","63",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-01","0.00",,"85","62",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-02","0.00",,"87","58",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-03","0.00",,"84","56",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-04","0.00",,"82","58",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-05","0.00",,"79","58",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-06","1.98",,"75","57",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-07","0.00",,"60","52",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-08","0.00",,"64","45",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-09","0.00",,"72","42",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-10","0.00",,"83","51",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-11","1.10",,"83","62",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-12","0.00",,"79","67",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-13","0.02",,"80","67",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-14","0.00",,"82","67",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-15","0.00",,"83","66",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-16","0.13",,"82","48",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-17","0.01",,"67","45",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-18","0.00",,"67","57",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-19","0.88",,"61","51",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-20","0.00",,"61","56",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-21","0.00",,"67","54",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-22","0.00",,"73","53",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-23","0.00",,"79","65",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-24","0.00",,"77","64",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-25","0.00",,"81","66",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-26","3.05",,"77","66",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-27","0.00",,"66","38",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-28","0.09",,"52","45",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-29","0.62",,"62","46",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-11-30","0.00",,"72","45",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-01","0.00",,"79","46",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-02","0.01",,"81","66",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-03","0.11",,"77","43",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-04","0.53",,"52","35",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-05","0.00",,"69","36",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-06","0.10",,"75","60",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-07","0.00",,"65","46",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-08","0.07",,"46","31",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-09","0.00",,"43","28",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-10","0.00",,"45","24",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-11","0.00",,"51","34",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-12","0.00",,"58","27",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-13","0.14",,"62","43",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-14","0.47",,"55","43",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-15","0.08",,"58","45",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-16","0.00",,"73","52",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-17","0.00",,"60","45",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-18","0.00",,"72","46",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-19","0.00",,"80","59",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-20","0.00",,"81","64",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-21","0.00",,"65","37",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-22","0.00",,"61","30",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-23","0.00",,"66","39",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-24","0.00",,"59","39",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-25","0.00",,"65","32",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-26","0.00",,"66","48",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-27","0.00",,"61","45",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-28","0.10",,"63","43",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-29","0.40",,"69","55",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-30","0.00",,"72","60",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1978-12-31","0.22",,"68","38",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-01","0.11",,"38","25",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-02","0.00",,"33","16",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-03","0.00",,"45","19",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-04","0.03",,"53","39",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-05","1.35",,"58","45",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-06","2.13",,"55","39",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-07","0.00",,"43","32",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-08","0.00",,"43","26",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-09","0.00",,"43","26",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-10","0.58",,"50","41",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-11","0.24",,"48","39",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-12","0.00",,"57","35",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-13","0.00",,"56","27",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-14","0.00",,"39","20",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-15","0.00",,"47","25",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-16","0.04",,"64","47",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-17","0.00",,"69","62",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-18","0.00",,"67","60",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-19","0.05",,"71","65",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-20","0.00",,"68","46",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-21","0.00",,"55","36",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-22","0.00",,"59","30",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-23","0.11",,"61","35",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-24","0.00",,"49","30",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-25","0.27",,"54","37",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-26","0.39",,"65","45",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-27","0.00",,"53","39",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-28","0.00",,"48","30",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-29","0.02",,"43","39",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-30","0.22",,"54","39",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-01-31","0.00",,"43","27",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-01","0.00",,"42","30",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-02","0.17",,"62","42",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-03","0.20",,"61","51",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-04","1.15",,"51","47",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-05","1.45",,"48","40",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-06","0.95",,"45","34",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-07","0.00",,"46","33",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-08","0.00",,"67","32",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-09","0.00",,"45","26",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-10","0.00",,"55","31",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-11","0.00",,"67","39",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-12","0.16",,"74","44",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-13","0.00",,"76","56",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-14","0.00",,"74","54",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-15","0.00",,"75","60",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-16","0.11",,"64","36",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-17","0.21",,"38","34",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-18","0.00",,"43","34",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-19","0.00",,"45","34",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-20","0.00",,"64","42",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-21","0.00",,"73","52",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-22","0.03",,"73","64",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-23","0.00",,"75","60",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-24","0.10",,"71","47",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-25","0.00",,"63","39",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-26","0.00",,"64","39",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-27","0.00",,"64","38",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-02-28","0.00",,"77","51",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-01","0.00",,"72","46",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-02","0.16",,"69","54",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-03","0.11",,"75","47",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-04","0.00",,"64","39",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-05","0.00",,"67","40",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-06","0.00",,"75","38",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-07","0.00",,"81","45",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-08","0.00",,"75","45",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-09","0.00",,"77","58",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-10","0.13",,"64","46",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-11","0.00",,"67","40",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-12","0.00",,"73","49",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-13","0.00",,"77","51",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-14","0.00",,"78","63",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-15","0.00",,"65","54",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-16","0.00",,"63","52",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-17","0.00",,"74","58",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-18","0.00",,"76","67",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-19","4.46",,"79","62",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-20","0.00",,"75","63",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-21","1.17",,"69","59",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-22","1.46",,"77","58",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-23","0.00",,"69","49",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-24","0.00",,"66","45",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-25","0.00",,"72","42",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-26","0.00",,"77","52",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-27","0.00",,"78","54",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-28","0.00",,"74","64",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-29","0.00",,"77","65",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-30","0.00",,"74","63",
"USW00012918","HOUSTON WILLIAM P HOBBY AIRPORT, TX US","1979-03-31","0.44",,"80","68",
