Date,Coal,Demand,Hydroelectric,Natural Gas,Nuclear,Other,Solar,Wind
20150919T14-05,,49843,,,,,,
20150919T15-05,,51484,,,,,,
20150919T16-05,,52860,,,,,,
20150919T17-05,,53515,,,,,,
20150919T18-05,,53106,,,,,,
20150919T19-05,,51331,,,,,,
20150919T20-05,,49316,,,,,,
20150919T21-05,,48037,,,,,,
20150919T22-05,,45618,,,,,,
20150919T23-05,,42769,,,,,,
20150920T00-05,,39704,,,,,,
20150920T01-05,,36892,,,,,,
20150920T02-05,,34722,,,,,,
20150920T03-05,,33098,,,,,,
20150920T04-05,,31959,,,,,,
20150920T05-05,,31283,,,,,,
20150920T06-05,,31066,,,,,,
20150920T07-05,,31383,,,,,,
20150920T08-05,,31571,,,,,,
20150920T09-05,,33781,,,,,,
20150920T10-05,,37410,,,,,,
20150920T11-05,,41067,,,,,,
20150920T12-05,,44642,,,,,,
20150920T13-05,,47879,,,,,,
20150920T14-05,,49994,,,,,,
20150920T15-05,,51145,,,,,,
20150920T16-05,,51629,,,,,,
20150920T17-05,,51536,,,,,,
20150920T18-05,,50896,,,,,,
20150920T19-05,,49347,,,,,,
20150920T20-05,,48470,,,,,,
20150920T21-05,,47640,,,,,,
20150920T22-05,,45146,,,,,,
20150920T23-05,,41630,,,,,,
20150921T00-05,,37943,,,,,,
20150921T01-05,,35150,,,,,,
20150921T02-05,,33308,,,,,,
20150921T03-05,,32189,,,,,,
20150921T04-05,,31650,,,,,,
20150921T05-05,,31998,,,,,,
20150921T06-05,,33766,,,,,,
20150921T07-05,,36988,,,,,,
20150921T08-05,,38006,,,,,,
20150921T09-05,,38757,,,,,,
20150921T10-05,,41342,,,,,,
20150921T11-05,,44506,,,,,,
20150921T12-05,,47822,,,,,,
20150921T13-05,,51201,,,,,,
20150921T14-05,,54412,,,,,,
20150921T15-05,,56822,,,,,,
20150921T16-05,,58567,,,,,,
20150921T17-05,,59313,,,,,,
20150921T18-05,,58609,,,,,,
20150921T19-05,,56589,,,,,,
20150921T20-05,,54577,,,,,,
20150921T21-05,,53159,,,,,,
20150921T22-05,,49823,,,,,,
20150921T23-05,,45338,,,,,,
20150922T00-05,,40997,,,,,,
20150922T01-05,,37727,,,,,,
20150922T02-05,,35416,,,,,,
20150922T03-05,,34044,,,,,,
20150922T04-05,,33247,,,,,,
20150922T05-05,,33232,,,,,,
20150922T06-05,,34773,,,,,,
20150922T07-05,,37940,,,,,,
20150922T08-05,,38695,,,,,,
20150922T09-05,,39649,,,,,,
20150922T10-05,,42558,,,,,,
20150922T11-05,,45997,,,,,,
20150922T12-05,,49446,,,,,,
20150922T13-05,,52637,,,,,,
20150922T14-05,,55569,,,,,,
20150922T15-05,,57691,,,,,,
20150922T16-05,,59234,,,,,,
20150922T17-05,,59892,,,,,,
20150922T18-05,,58951,,,,,,
20150922T19-05,,56552,,,,,,
20150922T20-05,,54367,,,,,,
20150922T21-05,,52991,,,,,,
20150922T22-05,,49620,,,,,,
20150922T23-05,,45257,,,,,,
20150923T00-05,,41004,,,,,,
20150923T01-05,,37634,,,,,,
20150923T02-05,,35332,,,,,,
20150923T03-05,,33640,,,,,,
20150923T04-05,,32667,,,,,,
20150923T05-05,,32532,,,,,,
20150923T06-05,,34057,,,,,,
20150923T07-05,,37003,,,,,,
20150923T08-05,,37731,,,,,,
20150923T09-05,,38567,,,,,,
20150923T10-05,,41276,,,,,,
20150923T11-05,,44480,,,,,,
20150923T12-05,,47596,,,,,,
20150923T13-05,,50617,,,,,,
20150923T14-05,,53483,,,,,,
20150923T15-05,,55592,,,,,,
20150923T16-05,,57176,,,,,,
20150923T17-05,,57902,,,,,,
20150923T18-05,,57090,,,,,,
20150923T19-05,,54407,,,,,,
20150923T20-05,,51892,,,,,,
20150923T21-05,,49960,,,,,,
20150923T22-05,,46525,,,,,,
20150923T23-05,,42274,,,,,,
20150924T00-05,,37872,,,,,,
20150924T01-05,,34564,,,,,,
20150924T02-05,,32487,,,,,,
20150924T03-05,,31066,,,,,,
20150924T04-05,,30321,,,,,,
20150924T05-05,,30456,,,,,,
20150924T06-05,,31996,,,,,,
20150924T07-05,,35281,,,,,,
20150924T08-05,,36155,,,,,,
20150924T09-05,,36837,,,,,,
20150924T10-05,,39382,,,,,,
20150924T11-05,,42586,,,,,,
20150924T12-05,,45936,,,,,,
20150924T13-05,,49059,,,,,,
20150924T14-05,,51956,,,,,,
20150924T15-05,,54000,,,,,,
20150924T16-05,,55459,,,,,,
20150924T17-05,,56024,,,,,,
20150924T18-05,,55113,,,,,,
20150924T19-05,,52838,,,,,,
20150924T20-05,,51497,,,,,,
20150924T21-05,,50293,,,,,,
20150924T22-05,,47299,,,,,,
20150924T23-05,,43321,,,,,,
20150925T00-05,,39448,,,,,,
20150925T01-05,,36395,,,,,,
20150925T02-05,,34254,,,,,,
20150925T03-05,,32919,,,,,,
20150925T04-05,,32102,,,,,,
20150925T05-05,,32031,,,,,,
20150925T06-05,,33562,,,,,,
20150925T07-05,,36766,,,,,,
20150925T08-05,,37560,,,,,,
20150925T09-05,,38373,,,,,,
20150925T10-05,,41117,,,,,,
20150925T11-05,,44432,,,,,,
20150925T12-05,,47682,,,,,,
20150925T13-05,,50549,,,,,,
20150925T14-05,,53065,,,,,,
20150925T15-05,,54413,,,,,,
20150925T16-05,,54744,,,,,,
20150925T17-05,,54281,,,,,,
20150925T18-05,,52783,,,,,,
20150925T19-05,,50379,,,,,,
20150925T20-05,,48454,,,,,,
20150925T21-05,,46905,,,,,,
20150925T22-05,,44514,,,,,,
20150925T23-05,,41728,,,,,,
20150926T00-05,,38487,,,,,,
20150926T01-05,,35615,,,,,,
20150926T02-05,,33457,,,,,,
20150926T03-05,,31890,,,,,,
20150926T04-05,,30762,,,,,,
20150926T05-05,,30219,,,,,,
20150926T06-05,,30414,,,,,,
20150926T07-05,,31188,,,,,,
20150926T08-05,,31715,,,,,,
20150926T09-05,,33482,,,,,,
20150926T10-05,,36676,,,,,,
20150926T11-05,,40256,,,,,,
20150926T12-05,,43775,,,,,,
20150926T13-05,,46955,,,,,,
20150926T14-05,,49405,,,,,,
20150926T15-05,,50955,,,,,,
20150926T16-05,,51926,,,,,,
20150926T17-05,,51824,,,,,,
20150926T18-05,,50592,,,,,,
20150926T19-05,,48425,,,,,,
20150926T20-05,,46600,,,,,,
20150926T21-05,,44997,,,,,,
20150926T22-05,,42491,,,,,,
20150926T23-05,,39622,,,,,,
20150927T00-05,,36644,,,,,,
20150927T01-05,,33981,,,,,,
20150927T02-05,,31965,,,,,,
20150927T03-05,,30609,,,,,,
20150927T04-05,,29685,,,,,,
20150927T05-05,,29081,,,,,,
20150927T06-05,,29124,,,,,,
20150927T07-05,,29541,,,,,,
20150927T08-05,,29984,,,,,,
20150927T09-05,,31542,,,,,,
20150927T10-05,,34312,,,,,,
20150927T11-05,,36987,,,,,,
20150927T12-05,,39763,,,,,,
20150927T13-05,,42460,,,,,,
20150927T14-05,,44632,,,,,,
20150927T15-05,,46034,,,,,,
20150927T16-05,,46935,,,,,,
20150927T17-05,,47275,,,,,,
20150927T18-05,,47071,,,,,,
20150927T19-05,,45994,,,,,,
20150927T20-05,,45397,,,,,,
20150927T21-05,,44487,,,,,,
20150927T22-05,,42130,,,,,,
20150927T23-05,,39101,,,,,,
20150928T00-05,,35573,,,,,,
20150928T01-05,,32871,,,,,,
20150928T02-05,,31051,,,,,,
20150928T03-05,,29933,,,,,,
20150928T04-05,,29551,,,,,,
20150928T05-05,,29880,,,,,,
20150928T06-05,,31709,,,,,,
20150928T07-05,,35023,,,,,,
20150928T08-05,,36244,,,,,,
20150928T09-05,,36638,,,,,,
20150928T10-05,,38307,,,,,,
20150928T11-05,,40308,,,,,,
20150928T12-05,,42569,,,,,,
20150928T13-05,,44791,,,,,,
20150928T14-05,,46935,,,,,,
20150928T15-05,,48605,,,,,,
20150928T16-05,,49710,,,,,,
20150928T17-05,,50471,,,,,,
20150928T18-05,,50019,,,,,,
20150928T19-05,,48524,,,,,,
20150928T20-05,,47733,,,,,,
20150928T21-05,,46915,,,,,,
20150928T22-05,,44323,,,,,,
20150928T23-05,,40618,,,,,,
20150929T00-05,,36828,,,,,,
20150929T01-05,,33957,,,,,,
20150929T02-05,,32119,,,,,,
20150929T03-05,,30939,,,,,,
20150929T04-05,,30347,,,,,,
20150929T05-05,,30465,,,,,,
20150929T06-05,,32175,,,,,,
20150929T07-05,,35506,,,,,,
20150929T08-05,,36527,,,,,,
20150929T09-05,,37230,,,,,,
20150929T10-05,,39763,,,,,,
20150929T11-05,,42821,,,,,,
20150929T12-05,,46038,,,,,,
20150929T13-05,,48899,,,,,,
20150929T14-05,,51178,,,,,,
20150929T15-05,,52982,,,,,,
20150929T16-05,,54316,,,,,,
20150929T17-05,,55093,,,,,,
20150929T18-05,,54631,,,,,,
20150929T19-05,,52689,,,,,,
20150929T20-05,,51265,,,,,,
20150929T21-05,,49988,,,,,,
20150929T22-05,,46892,,,,,,
20150929T23-05,,42694,,,,,,
20150930T00-05,,38603,,,,,,
20150930T01-05,,35475,,,,,,
20150930T02-05,,33389,,,,,,
20150930T03-05,,31969,,,,,,
20150930T04-05,,31196,,,,,,
20150930T05-05,,31229,,,,,,
20150930T06-05,,32880,,,,,,
20150930T07-05,,36119,,,,,,
20150930T08-05,,37004,,,,,,
20150930T09-05,,37764,,,,,,
20150930T10-05,,40364,,,,,,
20150930T11-05,,43748,,,,,,
20150930T12-05,,47038,,,,,,
20150930T13-05,,50020,,,,,,
20150930T14-05,,52948,,,,,,
20150930T15-05,,55100,,,,,,
20150930T16-05,,56825,,,,,,
20150930T17-05,,57658,,,,,,
20150930T18-05,,56834,,,,,,
20150930T19-05,,54569,,,,,,
20150930T20-05,,52847,,,,,,
20150930T21-05,,50853,,,,,,
20150930T22-05,,47530,,,,,,
20150930T23-05,,43149,,,,,,
20151001T00-05,,38843,,,,,,
20151001T01-05,,35587,,,,,,
20151001T02-05,,33434,,,,,,
20151001T03-05,,32017,,,,,,
20151001T04-05,,31106,,,,,,
20151001T05-05,,31071,,,,,,
20151001T06-05,,32567,,,,,,
20151001T07-05,,35667,,,,,,
20151001T08-05,,36506,,,,,,
20151001T09-05,,36956,,,,,,
20151001T10-05,,39004,,,,,,
20151001T11-05,,41420,,,,,,
20151001T12-05,,43559,,,,,,
20151001T13-05,,45670,,,,,,
20151001T14-05,,48049,,,,,,
20151001T15-05,,50286,,,,,,
20151001T16-05,,51886,,,,,,
20151001T17-05,,52652,,,,,,
20151001T18-05,,51863,,,,,,
20151001T19-05,,49716,,,,,,
20151001T20-05,,48540,,,,,,
20151001T21-05,,47303,,,,,,
20151001T22-05,,44533,,,,,,
20151001T23-05,,40736,,,,,,
20151002T00-05,,36960,,,,,,
20151002T01-05,,34044,,,,,,
20151002T02-05,,31987,,,,,,
20151002T03-05,,30499,,,,,,
20151002T04-05,,29593,,,,,,
20151002T05-05,,29600,,,,,,
20151002T06-05,,30956,,,,,,
20151002T07-05,,33808,,,,,,
20151002T08-05,,34467,,,,,,
20151002T09-05,,34768,,,,,,
20151002T10-05,,36217,,,,,,
20151002T11-05,,37699,,,,,,
20151002T12-05,,39199,,,,,,
20151002T13-05,,40942,,,,,,
20151002T14-05,,42940,,,,,,
20151002T15-05,,44514,,,,,,
20151002T16-05,,45835,,,,,,
20151002T17-05,,46481,,,,,,
20151002T18-05,,45850,,,,,,
20151002T19-05,,43550,,,,,,
20151002T20-05,,42029,,,,,,
20151002T21-05,,40706,,,,,,
20151002T22-05,,38383,,,,,,
20151002T23-05,,35738,,,,,,
20151003T00-05,,32781,,,,,,
20151003T01-05,,30309,,,,,,
20151003T02-05,,28504,,,,,,
20151003T03-05,,27274,,,,,,
20151003T04-05,,26622,,,,,,
20151003T05-05,,26320,,,,,,
20151003T06-05,,26632,,,,,,
20151003T07-05,,27546,,,,,,
20151003T08-05,,28221,,,,,,
20151003T09-05,,29586,,,,,,
20151003T10-05,,31546,,,,,,
20151003T11-05,,33315,,,,,,
20151003T12-05,,34697,,,,,,
20151003T13-05,,36085,,,,,,
20151003T14-05,,37731,,,,,,
20151003T15-05,,39471,,,,,,
20151003T16-05,,41089,,,,,,
20151003T17-05,,42093,,,,,,
20151003T18-05,,41934,,,,,,
20151003T19-05,,40274,,,,,,
20151003T20-05,,39548,,,,,,
20151003T21-05,,38510,,,,,,
20151003T22-05,,36654,,,,,,
20151003T23-05,,34357,,,,,,
20151004T00-05,,31854,,,,,,
20151004T01-05,,29689,,,,,,
20151004T02-05,,28047,,,,,,
20151004T03-05,,26876,,,,,,
20151004T04-05,,26163,,,,,,
20151004T05-05,,25774,,,,,,
20151004T06-05,,25921,,,,,,
20151004T07-05,,26434,,,,,,
20151004T08-05,,26749,,,,,,
20151004T09-05,,28125,,,,,,
20151004T10-05,,30214,,,,,,
20151004T11-05,,32074,,,,,,
20151004T12-05,,33833,,,,,,
20151004T13-05,,35837,,,,,,
20151004T14-05,,37883,,,,,,
20151004T15-05,,39739,,,,,,
20151004T16-05,,41419,,,,,,
20151004T17-05,,42561,,,,,,
20151004T18-05,,42820,,,,,,
20151004T19-05,,41600,,,,,,
20151004T20-05,,41511,,,,,,
20151004T21-05,,40609,,,,,,
20151004T22-05,,38575,,,,,,
20151004T23-05,,35465,,,,,,
20151005T00-05,,32320,,,,,,
20151005T01-05,,29880,,,,,,
20151005T02-05,,28423,,,,,,
20151005T03-05,,27532,,,,,,
20151005T04-05,,27213,,,,,,
20151005T05-05,,27585,,,,,,
20151005T06-05,,29370,,,,,,
20151005T07-05,,32562,,,,,,
20151005T08-05,,33752,,,,,,
20151005T09-05,,33988,,,,,,
20151005T10-05,,35315,,,,,,
20151005T11-05,,36812,,,,,,
20151005T12-05,,38369,,,,,,
20151005T13-05,,39893,,,,,,
20151005T14-05,,41855,,,,,,
20151005T15-05,,43409,,,,,,
20151005T16-05,,44887,,,,,,
20151005T17-05,,45856,,,,,,
20151005T18-05,,45640,,,,,,
20151005T19-05,,44186,,,,,,
20151005T20-05,,43917,,,,,,
20151005T21-05,,42945,,,,,,
20151005T22-05,,40267,,,,,,
20151005T23-05,,36719,,,,,,
20151006T00-05,,33107,,,,,,
20151006T01-05,,30524,,,,,,
20151006T02-05,,28835,,,,,,
20151006T03-05,,27819,,,,,,
20151006T04-05,,27352,,,,,,
20151006T05-05,,27616,,,,,,
20151006T06-05,,29333,,,,,,
20151006T07-05,,32614,,,,,,
20151006T08-05,,33738,,,,,,
20151006T09-05,,33913,,,,,,
20151006T10-05,,35575,,,,,,
20151006T11-05,,37591,,,,,,
20151006T12-05,,39695,,,,,,
20151006T13-05,,41901,,,,,,
20151006T14-05,,44452,,,,,,
20151006T15-05,,46747,,,,,,
20151006T16-05,,48617,,,,,,
20151006T17-05,,49887,,,,,,
20151006T18-05,,49660,,,,,,
20151006T19-05,,47751,,,,,,
20151006T20-05,,46827,,,,,,
20151006T21-05,,45464,,,,,,
20151006T22-05,,42595,,,,,,
20151006T23-05,,38635,,,,,,
20151007T00-05,,34748,,,,,,
20151007T01-05,,31905,,,,,,
20151007T02-05,,30097,,,,,,
20151007T03-05,,28946,,,,,,
20151007T04-05,,28376,,,,,,
20151007T05-05,,28586,,,,,,
20151007T06-05,,30236,,,,,,
20151007T07-05,,33481,,,,,,
20151007T08-05,,34490,,,,,,
20151007T09-05,,35006,,,,,,
20151007T10-05,,37053,,,,,,
20151007T11-05,,39725,,,,,,
20151007T12-05,,42359,,,,,,
20151007T13-05,,45064,,,,,,
20151007T14-05,,47812,,,,,,
20151007T15-05,,49830,,,,,,
20151007T16-05,,51221,,,,,,
20151007T17-05,,51896,,,,,,
20151007T18-05,,51129,,,,,,
20151007T19-05,,49272,,,,,,
20151007T20-05,,48681,,,,,,
20151007T21-05,,47196,,,,,,
20151007T22-05,,44446,,,,,,
20151007T23-05,,40609,,,,,,
20151008T00-05,,36710,,,,,,
20151008T01-05,,33840,,,,,,
20151008T02-05,,31904,,,,,,
20151008T03-05,,30687,,,,,,
20151008T04-05,,29964,,,,,,
20151008T05-05,,30078,,,,,,
20151008T06-05,,31784,,,,,,
20151008T07-05,,35115,,,,,,
20151008T08-05,,36234,,,,,,
20151008T09-05,,36569,,,,,,
20151008T10-05,,38714,,,,,,
20151008T11-05,,41426,,,,,,
20151008T12-05,,44003,,,,,,
20151008T13-05,,46310,,,,,,
20151008T14-05,,48301,,,,,,
20151008T15-05,,49708,,,,,,
20151008T16-05,,50773,,,,,,
20151008T17-05,,51213,,,,,,
20151008T18-05,,50421,,,,,,
20151008T19-05,,48629,,,,,,
20151008T20-05,,48385,,,,,,
20151008T21-05,,47023,,,,,,
20151008T22-05,,44419,,,,,,
20151008T23-05,,40886,,,,,,
20151009T00-05,,37345,,,,,,
20151009T01-05,,34440,,,,,,
20151009T02-05,,32500,,,,,,
20151009T03-05,,31299,,,,,,
20151009T04-05,,30670,,,,,,
20151009T05-05,,30753,,,,,,
20151009T06-05,,32335,,,,,,
20151009T07-05,,35599,,,,,,
20151009T08-05,,36902,,,,,,
20151009T09-05,,37188,,,,,,
20151009T10-05,,38906,,,,,,
20151009T11-05,,41036,,,,,,
20151009T12-05,,43323,,,,,,
20151009T13-05,,45458,,,,,,
20151009T14-05,,47178,,,,,,
20151009T15-05,,48180,,,,,,
20151009T16-05,,48680,,,,,,
20151009T17-05,,48601,,,,,,
20151009T18-05,,47519,,,,,,
20151009T19-05,,45563,,,,,,
20151009T20-05,,44773,,,,,,
20151009T21-05,,43423,,,,,,
20151009T22-05,,41267,,,,,,
20151009T23-05,,38718,,,,,,
20151010T00-05,,35727,,,,,,
20151010T01-05,,33163,,,,,,
20151010T02-05,,31241,,,,,,
20151010T03-05,,29884,,,,,,
20151010T04-05,,28983,,,,,,
20151010T05-05,,28668,,,,,,
20151010T06-05,,28938,,,,,,
20151010T07-05,,29822,,,,,,
20151010T08-05,,30457,,,,,,
20151010T09-05,,31831,,,,,,
20151010T10-05,,34280,,,,,,
20151010T11-05,,36758,,,,,,
20151010T12-05,,38968,,,,,,
20151010T13-05,,41218,,,,,,
20151010T14-05,,43472,,,,,,
20151010T15-05,,45417,,,,,,
20151010T16-05,,46881,,,,,,
20151010T17-05,,47587,,,,,,
20151010T18-05,,47021,,,,,,
20151010T19-05,,44997,,,,,,
20151010T20-05,,43778,,,,,,
20151010T21-05,,42079,,,,,,
20151010T22-05,,39708,,,,,,
20151010T23-05,,37060,,,,,,
20151011T00-05,,34326,,,,,,
20151011T01-05,,31948,,,,,,
20151011T02-05,,30159,,,,,,
20151011T03-05,,28850,,,,,,
20151011T04-05,,28007,,,,,,
20151011T05-05,,27543,,,,,,
20151011T06-05,,27571,,,,,,
20151011T07-05,,28059,,,,,,
20151011T08-05,,28488,,,,,,
20151011T09-05,,30000,,,,,,
20151011T10-05,,32830,,,,,,
20151011T11-05,,35858,,,,,,
20151011T12-05,,39211,,,,,,
20151011T13-05,,42784,,,,,,
20151011T14-05,,46211,,,,,,
20151011T15-05,,49073,,,,,,
20151011T16-05,,51081,,,,,,
20151011T17-05,,52085,,,,,,
20151011T18-05,,51753,,,,,,
20151011T19-05,,49860,,,,,,
20151011T20-05,,49154,,,,,,
20151011T21-05,,47347,,,,,,
20151011T22-05,,44848,,,,,,
20151011T23-05,,41751,,,,,,
20151012T00-05,,38410,,,,,,
20151012T01-05,,35630,,,,,,
20151012T02-05,,33851,,,,,,
20151012T03-05,,32616,,,,,,
20151012T04-05,,31935,,,,,,
20151012T05-05,,32017,,,,,,
20151012T06-05,,33630,,,,,,
20151012T07-05,,36280,,,,,,
20151012T08-05,,37451,,,,,,
20151012T09-05,,38410,,,,,,
20151012T10-05,,41306,,,,,,
20151012T11-05,,44702,,,,,,
20151012T12-05,,47982,,,,,,
20151012T13-05,,51238,,,,,,
20151012T14-05,,54544,,,,,,
20151012T15-05,,57005,,,,,,
20151012T16-05,,58668,,,,,,
20151012T17-05,,59148,,,,,,
20151012T18-05,,58225,,,,,,
20151012T19-05,,55696,,,,,,
20151012T20-05,,54548,,,,,,
20151012T21-05,,52354,,,,,,
20151012T22-05,,48904,,,,,,
20151012T23-05,,44441,,,,,,
20151013T00-05,,40077,,,,,,
20151013T01-05,,36817,,,,,,
20151013T02-05,,34553,,,,,,
20151013T03-05,,33097,,,,,,
20151013T04-05,,32196,,,,,,
20151013T05-05,,32133,,,,,,
20151013T06-05,,33805,,,,,,
20151013T07-05,,36920,,,,,,
20151013T08-05,,37800,,,,,,
20151013T09-05,,37721,,,,,,
20151013T10-05,,39338,,,,,,
20151013T11-05,,41583,,,,,,
20151013T12-05,,44043,,,,,,
20151013T13-05,,46469,,,,,,
20151013T14-05,,49156,,,,,,
20151013T15-05,,51520,,,,,,
20151013T16-05,,53054,,,,,,
20151013T17-05,,53670,,,,,,
20151013T18-05,,52819,,,,,,
20151013T19-05,,50208,,,,,,
20151013T20-05,,48304,,,,,,
20151013T21-05,,45853,,,,,,
20151013T22-05,,42507,,,,,,
20151013T23-05,,38364,,,,,,
20151014T00-05,,34293,,,,,,
20151014T01-05,,31267,,,,,,
20151014T02-05,,29604,,,,,,
20151014T03-05,,28536,,,,,,
20151014T04-05,,27840,,,,,,
20151014T05-05,,27952,,,,,,
20151014T06-05,,29661,,,,,,
20151014T07-05,,32857,,,,,,
20151014T08-05,,34011,,,,,,
20151014T09-05,,34184,,,,,,
20151014T10-05,,35917,,,,,,
20151014T11-05,,38377,,,,,,
20151014T12-05,,41171,,,,,,
20151014T13-05,,44056,,,,,,
20151014T14-05,,47239,,,,,,
20151014T15-05,,50192,,,,,,
20151014T16-05,,52612,,,,,,
20151014T17-05,,54013,,,,,,
20151014T18-05,,53436,,,,,,
20151014T19-05,,50823,,,,,,
20151014T20-05,,49215,,,,,,
20151014T21-05,,46782,,,,,,
20151014T22-05,,43596,,,,,,
20151014T23-05,,39674,,,,,,
20151015T00-05,,35850,,,,,,
20151015T01-05,,32968,,,,,,
20151015T02-05,,31101,,,,,,
20151015T03-05,,29826,,,,,,
20151015T04-05,,29141,,,,,,
20151015T05-05,,29265,,,,,,
20151015T06-05,,30872,,,,,,
20151015T07-05,,34008,,,,,,
20151015T08-05,,35087,,,,,,
20151015T09-05,,35172,,,,,,
20151015T10-05,,37189,,,,,,
20151015T11-05,,39828,,,,,,
20151015T12-05,,42583,,,,,,
20151015T13-05,,45399,,,,,,
20151015T14-05,,48540,,,,,,
20151015T15-05,,51152,,,,,,
20151015T16-05,,53025,,,,,,
20151015T17-05,,53980,,,,,,
20151015T18-05,,53069,,,,,,
20151015T19-05,,50372,,,,,,
20151015T20-05,,49032,,,,,,
20151015T21-05,,47089,,,,,,
20151015T22-05,,44163,,,,,,
20151015T23-05,,40251,,,,,,
20151016T00-05,,36385,,,,,,
20151016T01-05,,33300,,,,,,
20151016T02-05,,31211,,,,,,
20151016T03-05,,29888,,,,,,
20151016T04-05,,29177,,,,,,
20151016T05-05,,29355,,,,,,
20151016T06-05,,30799,,,,,,
20151016T07-05,,33808,,,,,,
20151016T08-05,,34918,,,,,,
20151016T09-05,,35120,,,,,,
20151016T10-05,,36987,,,,,,
20151016T11-05,,39363,,,,,,
20151016T12-05,,41428,,,,,,
20151016T13-05,,43496,,,,,,
20151016T14-05,,45676,,,,,,
20151016T15-05,,47522,,,,,,
20151016T16-05,,48888,,,,,,
20151016T17-05,,49451,,,,,,
20151016T18-05,,48427,,,,,,
20151016T19-05,,45511,,,,,,
20151016T20-05,,44167,,,,,,
20151016T21-05,,42049,,,,,,
20151016T22-05,,39628,,,,,,
20151016T23-05,,36881,,,,,,
20151017T00-05,,33914,,,,,,
20151017T01-05,,31360,,,,,,
20151017T02-05,,29566,,,,,,
20151017T03-05,,28354,,,,,,
20151017T04-05,,27503,,,,,,
20151017T05-05,,27145,,,,,,
20151017T06-05,,27389,,,,,,
20151017T07-05,,28201,,,,,,
20151017T08-05,,29090,,,,,,
20151017T09-05,,30111,,,,,,
20151017T10-05,,31903,,,,,,
20151017T11-05,,33534,,,,,,
20151017T12-05,,35028,,,,,,
20151017T13-05,,36489,,,,,,
20151017T14-05,,37940,,,,,,
20151017T15-05,,39273,,,,,,
20151017T16-05,,40544,,,,,,
20151017T17-05,,41313,,,,,,
20151017T18-05,,40892,,,,,,
20151017T19-05,,39411,,,,,,
20151017T20-05,,39186,,,,,,
20151017T21-05,,37958,,,,,,
20151017T22-05,,36160,,,,,,
20151017T23-05,,33935,,,,,,
20151018T00-05,,31461,,,,,,
20151018T01-05,,29327,,,,,,
20151018T02-05,,27809,,,,,,
20151018T03-05,,26702,,,,,,
20151018T04-05,,25943,,,,,,
20151018T05-05,,25564,,,,,,
20151018T06-05,,25715,,,,,,
20151018T07-05,,26294,,,,,,
20151018T08-05,,26792,,,,,,
20151018T09-05,,27757,,,,,,
20151018T10-05,,29464,,,,,,
20151018T11-05,,30967,,,,,,
20151018T12-05,,32253,,,,,,
20151018T13-05,,33609,,,,,,
20151018T14-05,,34967,,,,,,
20151018T15-05,,36449,,,,,,
20151018T16-05,,37803,,,,,,
20151018T17-05,,38905,,,,,,
20151018T18-05,,39166,,,,,,
20151018T19-05,,38371,,,,,,
20151018T20-05,,38948,,,,,,
20151018T21-05,,37967,,,,,,
20151018T22-05,,36028,,,,,,
20151018T23-05,,33232,,,,,,
20151019T00-05,,30288,,,,,,
20151019T01-05,,28091,,,,,,
20151019T02-05,,26714,,,,,,
20151019T03-05,,25983,,,,,,
20151019T04-05,,25744,,,,,,
20151019T05-05,,26220,,,,,,
20151019T06-05,,28020,,,,,,
20151019T07-05,,31199,,,,,,
20151019T08-05,,32423,,,,,,
20151019T09-05,,32483,,,,,,
20151019T10-05,,33646,,,,,,
20151019T11-05,,35082,,,,,,
20151019T12-05,,36323,,,,,,
20151019T13-05,,37575,,,,,,
20151019T14-05,,39085,,,,,,
20151019T15-05,,40438,,,,,,
20151019T16-05,,41717,,,,,,
20151019T17-05,,42501,,,,,,
20151019T18-05,,42256,,,,,,
20151019T19-05,,41084,,,,,,
20151019T20-05,,41422,,,,,,
20151019T21-05,,40302,,,,,,
20151019T22-05,,38109,,,,,,
20151019T23-05,,34884,,,,,,
20151020T00-05,,31589,,,,,,
20151020T01-05,,29370,,,,,,
20151020T02-05,,27944,,,,,,
20151020T03-05,,27091,,,,,,
20151020T04-05,,26701,,,,,,
20151020T05-05,,27047,,,,,,
20151020T06-05,,28727,,,,,,
20151020T07-05,,32071,,,,,,
20151020T08-05,,33348,,,,,,
20151020T09-05,,33360,,,,,,
20151020T10-05,,34584,,,,,,
20151020T11-05,,36251,,,,,,
20151020T12-05,,37758,,,,,,
20151020T13-05,,39064,,,,,,
20151020T14-05,,40872,,,,,,
20151020T15-05,,42303,,,,,,
20151020T16-05,,43534,,,,,,
20151020T17-05,,44359,,,,,,
20151020T18-05,,43936,,,,,,
20151020T19-05,,43086,,,,,,
20151020T20-05,,43719,,,,,,
20151020T21-05,,42826,,,,,,
20151020T22-05,,40807,,,,,,
20151020T23-05,,37741,,,,,,
20151021T00-05,,34716,,,,,,
20151021T01-05,,32237,,,,,,
20151021T02-05,,30741,,,,,,
20151021T03-05,,29919,,,,,,
20151021T04-05,,29583,,,,,,
20151021T05-05,,30022,,,,,,
20151021T06-05,,31949,,,,,,
20151021T07-05,,35663,,,,,,
20151021T08-05,,37311,,,,,,
20151021T09-05,,37212,,,,,,
20151021T10-05,,38232,,,,,,
20151021T11-05,,39755,,,,,,
20151021T12-05,,41223,,,,,,
20151021T13-05,,42806,,,,,,
20151021T14-05,,44633,,,,,,
20151021T15-05,,46129,,,,,,
20151021T16-05,,47183,,,,,,
20151021T17-05,,47648,,,,,,
20151021T18-05,,47170,,,,,,
20151021T19-05,,45846,,,,,,
20151021T20-05,,46152,,,,,,
